Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Papalaua Pali	OPP	6/1/17	9:10	25.8	34.7	6.96	103.6	8.16	2.82	65.60	9.21	3.65	71.59	2.54	1.59	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	6/22/17	9:10	26.1	34.7	6.75	101.4	8.13	3.83	67.44	7.26	5.14	48.61	4.01	1.45	1	"2 (3,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	7/13/17	8:48	26.7	34.2	6.63	100.2	8.13	2.26	63.94	10.06	5.80	136.98	7.27	1.55	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	8/3/17	8:57	28.1	34.2	6.47	99.9	8.10	2.05	62.15	7.99	5.30	170.62	3.91	1.47	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	8/24/17	9:15	26.1	35.0	6.58	98.8	8.11	1.59	66.48	8.63	5.57	169.55	2.45	1.65	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	9/14/17	8:40	28.5	34.3	6.58	102.6	8.07	2.70	39.98	15.44	3.93	179.20	1.70	2.63	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	10/5/17	8:38	26.3	34.2	6.71	100.6	8.13	3.42	63.45	11.94	5.38	328.14	4.03	3.50	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Papalaua Pali	OPP	10/26/17	9:05	27.0	34.8	6.67	101.8	8.07	4.98	54.79	8.68	5.47	170.70	6.95	4.81	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Papalaua Pali	OPP	11/16/17	8:45	25.0	34.7	6.75	99.4	8.14	1.64	73.90	8.24	4.06	410.79	4.66	4.30	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Papalaua Pali	OPP	12/7/17	8:33	24.3	34.8	6.80	98.8	8.18	2.04							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Papalaua Pali	OPP	12/21/17	9:58	25.0	35.1	6.24	92.3	8.11	13.20							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Papalaua Pali	OPP	1/11/18	8:30	24.4	34.6	6.82	99.0	8.13	1.63							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
																		
																		
																		



								8.10	3.59	63.20	9.58	4.63	135.41	3.43	3.01			Geometric Mean
			9:07	26.16	34.82	6.76	100.79	8.10	4.23	63.77	10.13	4.73	153.49	4.47	3.71			Arithmetric Mean
				1.34	1.19	0.31	3.17	0.05	2.84	8.38	3.19	0.91	82.27	3.52	2.61			Standard deviation
																		
									17.97	0.57	0.60	0.77	135.41	0.98	1.51			Normalized geometric mean
