Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
505 Front Street	PFF	7/12/17	8:15	27.1	34.5	5.66	86.1	8.06	2.14	71.27	11.81	6.37	265.14	7.73	1.62	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
505 Front Street	PFF	8/2/17	8:17	27.5	34.3	6.09	93.2	8.03	1.24	80.20	15.48	11.25	771.08	3.88	4.66	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
505 Front Street	PFF	8/23/17	8:17	27.1	34.9	6.37	97.3	8.05	2.15	70.28	13.41	7.55	201.13	3.51	1.53	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
505 Front Street	PFF	9/13/17	8:11	28.0	34.9	6.38	99.0	8.08	4.20	49.31	12.79	6.36	143.46	2.67	2.60	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
505 Front Street	PFF	10/4/17	8:20	27.6	34.0	5.54	84.9	8.04	10.33	57.25	10.89	8.62	445.48	2.93	2.88	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
505 Front Street	PFF	10/25/17	8:22	26.7	34.7	6.58	99.6	8.06	7.29	70.75	8.84	8.44	238.57	5.71	8.87	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
505 Front Street	PFF	11/15/17	8:10	25.9	35.2	6.46	96.7	8.11	4.63	82.31	12.56	6.42	167.92	7.30	3.52	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
505 Front Street	PFF	12/6/17	8:15	24.5	35.0	6.72	97.8	8.17	3.56							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
505 Front Street	PFF	12/20/17	8:20	24.0	35.4	6.68	97.2	8.15	5.39							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
505 Front Street	PFF	1/10/18	8:27	23.9	34.7	5.85	84.1	8.07	1.58							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
505 Front Street	PFF	1/31/18	8:07	23.8	33.4	6.38	91.8	8.09	11.13							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		
																		



									4.12	70.59	14.45	9.21	439.09	4.54	3.28			Geometric Mean
			8:07	26.04	33.99	6.24	93.08	8.05	5.02	71.42	15.18	9.70	541.64	5.01	3.96			Arithmetric Mean
				1.38	1.54	0.29	3.98	0.07	3.11	11.02	5.06	3.17	359.96	2.49	2.63			Standard deviation
																		
									20.58	0.64	0.90	1.54	439.09	1.30	1.64			Normalized geometric mean
