Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Camp Olowalu	OCO	10/5/17	7:35	26.0	34.6	6.19	92.6	8.07	6.84	57.02	12.77	7.14	444.21	5.20	2.71	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Camp Olowalu	OCO	10/26/17	7:31	26.7	34.5	6.25	94.7	8.01	4.75	57.52	10.53	6.58	389.13	7.07	5.60	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Camp Olowalu	OCO	11/16/17	7:35	23.8	35.1	6.33	91.5	8.12	2.22	66.06	8.29	4.02	238.64	3.77	5.06	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Camp Olowalu	OCO	12/7/17	7:30	23.7	34.9	6.38	91.6	8.13	3.57							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Camp Olowalu	OCO	12/21/17	8:45	24.1	34.8	5.91	85.9	8.02	2.41							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Camp Olowalu	OCO	1/11/18	7:34	24.1	34.6	6.47	93.4	8.10	0.94							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
																		
																		
																		



								8.05	4.78	68.59	10.21	5.39	299.49	4.76	3.51			Geometric Mean
			7:45	25.78	34.75	6.29	93.79	8.05	7.59	69.81	10.57	5.53	338.59	5.52	4.99			Arithmetric Mean
				1.52	1.50	0.25	3.66	0.08	8.19	13.59	2.79	1.27	178.40	3.04	7.29			Standard deviation
																		
									23.90	0.62	0.64	0.90	299.49	1.36	1.76			Normalized geometric mean
