Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Mile Marker 14	OMM	12/1/16	8:00	23.4	34.6	6.12	87.4	8.07	4.52	75.00	7.87	3.97	272.05	6.58	4.13	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	12/15/16	8:45	25.1	34.3	5.96	87.9	7.97	1.75	62.18	9.84	3.87	320.26	12.41	4.04	1	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	1/5/17	7:30	23.6	35.2	6.16	88.6	7.72	5.83	75.42	9.68	5.21	273.05	9.83	2.27	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	1/26/17	8:12	22.6	35.0	6.27	88.2	8.05	2.85	73.14	15.07	7.64	201.91	7.83	7.38	1	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	2/17/17	8:00	25.6	35.1	5.63	83.3	8.05	2.14	88.27	10.18	5.93	168.59	9.16	8.67	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	3/9/17	8:05	25.4	34.4	5.83	85.8	8.06	2.38	69.96	7.90	5.19	189.55	8.49	7.27	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	3/30/17	8:05	25.9	34.2	6.27	92.9	8.03	6.34	64.89	7.35	5.64	256.49	6.94	5.75	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	4/20/17	7:50	26.3	33.9	6.19	92.5	8.02	12.60	88.28	9.53	7.38	527.84	7.43	5.56	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	5/11/17	8:05	24.9	33.9	6.47	94.7	8.10	2.22	60.93	8.69	5.35	355.94	3.89	2.60	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	6/1/17	8:05	26.0	34.7	5.87	87.7	8.06	4.07	62.55	6.53	4.96	233.74	4.74	3.37	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	6/22/17	8:10	25.7	33.9	6.20	92.1	8.01	5.01	72.34	10.18	8.02	514.52	8.14	3.99	1	"2 (3,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	7/13/17	7:55	26.9	34.4	5.77	87.6	8.04	3.77	58.96	7.98	4.99	256.80	7.65	1.92	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	8/3/17	7:58	27.8	34.4	5.56	85.6	8.01	3.56	76.61	7.74	5.55	284.54	4.90	2.44	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	8/24/17	8:11	25.9	35.2	6.05	90.7	8.04	4.13	70.69	7.68	5.74	255.03	4.29	2.34	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	9/14/17	7:52	28.5	34.8	5.63	88.0	7.98	3.94	46.44	15.63	5.60	350.75	3.82	3.82	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	10/5/17	7:52	25.7	34.5	5.99	89.1	8.02	7.86	55.52	11.76	6.59	446.73	5.82	2.18	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, new syringe filter holders"
Mile Marker 14	OMM	10/26/17	7:51	26.8	34.5	5.45	82.7	7.96	5.25	95.68	33.36	9.81	462.27	12.06	9.19	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Mile Marker 14	OMM	11/16/17	7:50	24.0	35.0	5.83	84.5	8.07	2.61	88.47	16.10	5.80	271.72	5.00	8.50	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters, new syringe filter holders"
Mile Marker 14	OMM	12/7/17	7:47	24.2	35.0	6.07	87.9	8.11	3.32							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Mile Marker 14	OMM	12/21/17	9:04	24.2	34.6	5.87	85.4	8.00	4.34							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Mile Marker 14	OMM	1/11/18	7:46	23.9	34.4	6.29	90.3	8.09	1.14							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
																		
																		




								8.01	4.15	69.60	11.00	5.72	298.25	5.76	4.00			Geometric Mean
			8:06	25.71	34.52	6.01	89.45	8.01	4.77	70.74	11.82	5.84	312.31	6.22	4.74			Arithmetric Mean
				1.40	1.75	0.27	3.85	0.07	2.80	13.32	5.18	1.28	98.86	2.52	2.95			Standard deviation
																		
									20.76	0.63	0.69	0.95	298.25	1.65	2.00			Normalized geometric mean
