Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Olowalu Shore Front	OSF	5/10/17	10:19	26.8	34.4	7.23	109.7	8.18	1.74	73.02	8.63	5.93	94.43	4.35	2.83	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	5/31/17	10:10	27.1	34.7	7.27	110.5	8.10	2.31	66.91	6.41	4.23	70.33	8.73	3.19	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	6/21/17	10:12	27.6	34.6	6.94	106.5	8.16	3.59	70.71	10.58	5.97	76.78	3.88	2.30	2	"1 (2,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	7/12/17	10:00	27.8	34.4	6.24	95.9	8.07	1.65	65.01	11.90	4.88	125.82	9.24	2.78	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	8/2/17	10:10	28.3	34.6	6.65	103.3	8.03	1.34	79.03	9.74	6.26	48.27	5.34	7.04	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	8/23/17	10:25	27.8	35.0	7.06	109.2	8.09	1.62	69.15	8.68	5.23	61.94	1.82	2.21	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	9/13/17	9:33	28.3	34.9	6.15	95.9	8.04	1.15	62.10	16.40	5.56	121.09	9.26	5.32	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	10/4/17	10:10	27.9	34.6	6.81	105.3	8.15	1.23	130.79	49.42	10.58	122.52	4.88	7.73	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Olowalu Shore Front	OSF	10/25/17	10:15	27.1	34.6	6.59	100.5	8.10	1.64	68.20	10.77	5.73	167.63	8.20	6.80	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Olowalu Shore Front	OSF	11/15/17	10:05	25.5	35.0	6.62	98.4	8.09	1.40	100.76	18.58	8.01	158.06	5.29	8.18	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Olowalu Shore Front	OSF	12/6/17	10:08	24.6	34.8	6.96	101.4	8.16	1.38							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Olowalu Shore Front	OSF	12/20/17	10:15	24.6	35.0	6.35	93.2	8.08	2.64							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Olowalu Shore Front	OSF	1/10/18	10:19	24.5	34.5	7.38	107.2	8.13	2.85							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Olowalu Shore Front	OSF	1/31/18	9:55	24.6	34.6	6.92	101.5	8.07	4.81							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		




									1.89	76.99	11.57	5.41	98.06	5.24	4.88			Geometric Mean
			10:12	26.74	34.71	6.90	103.93	8.10	2.09	78.25	12.70	5.56	105.81	5.86	5.51			Arithmetric Mean
				1.47	1.55	0.44	5.01	0.05	1.04	15.55	7.64	1.49	41.48	3.86	2.93			Standard deviation
																		
									9.47	0.70	0.72	0.90	98.06	1.50	2.44			Normalized geometric mean
