Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Kaanapali Shores	RKS	11/1/16	8:01	24.7	33.5	6.68	96.7	8.08	3.08	110.80	31.54	9.17	500.48	4.13	10.95	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	11/15/16	8:06	25.5	34.3	7.96	96.7	8.15	5.67	80.63	7.94	4.97	232.94	4.91	3.50	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	11/29/16	8:03	24.0	33.9	6.68	95.7	8.07	6.36	87.03	9.48	4.61	308.06	4.90	3.03	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders."
Kaanapali Shores	RKS	12/13/16	8:03	24.3	32.7	6.65	95.6	8.07	5.80	71.93	10.87	6.41	654.79	12.31	3.73	1	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders."
Kaanapali Shores	RKS	1/3/17	9:10	23.0	29.5	7.07	97.5	8.21	3.78	85.83	13.88	7.78	1253.58	11.97	3.57	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders."
Kaanapali Shores	RKS	1/24/17	8:07	23.1	30.8	7.01	97.3	8.17	6.31	87.70	20.24	19.30	662.68	9.48	6.54	1	"1 (1,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	2/14/17	8:45	24.1	34.7	6.77	98.0	8.14	6.60	78.01	11.84	7.75	178.10	5.37	6.19	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	3/7/17	8:25	24.3	34.6	6.82	99.1	8.15	8.40	71.10	9.51	6.58	102.52	5.40	5.96	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	3/28/17	8:28	24.6	34.4	6.62	96.3	8.11	5.24	87.28	12.22	7.59	154.02	9.23	7.96	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	4/18/17	8:34	24.1	24.4	7.26	98.6	8.22	2.59	146.46	11.19	7.94	1203.24	16.14	7.74	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	5/9/17	8:22	25.5	34.0	6.88	101.6	8.14	2.59	117.85	10.05	7.06	300.10	9.84	7.68	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	5/30/17	8:23	26.0	34.5	6.83	101.8	8.09	2.80	72.95	8.76	5.70	146.13	7.64	3.39	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	6/20/17	8:28	26.3	34.4	6.70	100.4	8.12	5.17	78.43	14.60	7.15	151.58	4.29	3.85	2	"1 (2,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	7/11/17	8:43	26.6	34.1	5.82	86.7	8.07	1.99	76.71	12.28	6.33	263.19	16.23	5.59	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	8/1/17	8:52	26.9	34.1	5.88	88.9	8.07	3.17	82.81	12.82	6.74	171.65	8.00	3.62	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	8/22/17	8:43	26.5	31.1	6.42	94.9	8.11	2.93	156.05	13.09	8.39	669.41	19.86	10.88	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	9/12/17	8:42	27.4	34.5	6.07	93.0	8.08	6.49	64.28	16.03	8.61	235.46	6.30	5.84	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	10/3/17	8:58	27.1	34.2	6.41	97.8	8.11	3.22	65.16	9.21	6.69	160.43	5.79	2.59	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Kaanapali Shores	RKS	10/24/17	9:13	26.7	33.2	6.60	99.5	8.16	5.46	75.27	13.80	11.10	271.88	20.39	12.39	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Kaanapali Shores	RKS	11/14/17	9:10	26.1	34.8	6.73	101.0	8.18	2.79	83.64	10.24	5.56	173.51	3.59	22.11	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Kaanapali Shores	RKS	12/5/17	8:52	23.5	34.0	7.01	99.8	8.17	10.11							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Kaanapali Shores	RKS	12/19/17	9:21	24.9	34.9	6.68	98.4	8.18	25.53							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Kaanapali Shores	RKS	1/9/18	9:09	23.7	34.5	6.97	99.8	8.15	12.40							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Kaanapali Shores	RKS	1/30/18	9:10	23.9	34.6	6.84	99.5	8.18	6.56							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		

																		


									5.68	85.11	13.10	7.47	331.92	7.69	5.20			Geometric Mean
			8:25	25.36	32.93	6.66	97.17	8.11	6.76	87.93	13.67	7.75	471.32	8.85	6.11			Arithmetric Mean
				1.27	3.61	0.40	3.38	0.06	4.68	25.75	4.53	2.58	429.95	4.88	4.10			Standard deviation

									28.38	0.77	0.82	1.24	331.92	2.20	2.60			Normalized geometric mean
