Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Airport Beach	RAB	8/1/17	9:14	27.5	34.0	6.41	98.0	8.15	0.35	96.29	12.71	7.96	326.92	25.42	2.59	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Airport Beach	RAB	8/22/17	9:03	27.0	34.5	6.57	100.0	8.17	0.41	127.71	15.49	9.34	562.27	38.24	3.75	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Airport Beach	RAB	9/12/17	9:02	28.1	34.5	6.38	98.8	8.15	0.53	66.07	17.70	7.56	342.22	18.39	4.18	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Airport Beach	RAB	10/3/17	9:16	27.9	34.0	6.49	100.0	8.19	0.65	82.29	9.52	8.52	561.15	26.42	2.83	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Airport Beach	RAB	10/24/17	9:35	27.0	33.6	6.57	99.8	8.18	1.75	78.25	13.63	8.82	378.58	33.97	2.51	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Airport Beach	RAB	11/14/17	9:29	26.5	34.5	6.61	99.7	8.17	2.64	83.32	15.46	7.75	429.83	16.46	8.98	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Airport Beach	RAB	12/5/17	9:13	24.5	34.5	6.82	99.0	8.18	6.57							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Airport Beach	RAB	12/19/17	9:46	25.1	34.8	6.46	95.4	8.18	5.01							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Airport Beach	RAB	1/9/18	9:26	24.8	34.2	6.64	96.8	8.17	1.42							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Airport Beach	RAB	1/30/18	9:39	24.1	34.4	6.83	99.3	8.19	8.78							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		
																		



									1.45	88.44	13.62	7.75	386.91	21.82	3.23			Geometric Mean
			8:48	26.21	34.45	6.52	97.83	8.14	2.13	90.90	14.10	8.04	401.06	22.97	3.82			Arithmetric Mean
				1.22	1.48	0.22	2.59	0.06	2.10	24.88	3.57	2.50	114.37	7.83	2.29			Standard deviation
																		
									7.23	0.80	0.85	1.29	386.91	6.23	1.62			Normalized geometric mean
