Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Lahaina Town	PLT	9/13/17	10:14	27.7	33.8	6.51	99.9	8.08	19.20	52.62	15.98	11.60	571.52	10.30	4.99	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Lahaina Town	PLT	10/4/17	9:00	28.3	33.7	5.67	87.7	8.05	4.13	78.79	10.80	7.70	477.59	19.84	4.53	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Lahaina Town	PLT	10/25/17	9:10	26.8	34.2	6.39	96.7	8.07	15.37	62.91	12.07	9.77	374.04	8.58	5.67	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	11/15/17	8:55	26.2	34.6	6.30	94.6	8.11	2.49	106.61	15.24	9.01	668.97	48.19	5.18	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	12/6/17	8:55	23.6	34.3	6.59	94.2	8.13	16.27							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	12/20/17	9:05	23.9	34.5	6.61	95.5	8.13								1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	12/20/17	9:05	23.9	34.5	6.61	95.5	8.13	10.06							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	1/10/18	9:07	24.0	34.2	6.03	86.6	8.06	2.47							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Lahaina Town	PLT	1/31/18	8:50	24.0	34.1	6.60	95.7	8.13	4.57							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		



									6.69	84.05	13.77	8.18	348.52	13.73	5.44			Geometric Mean
			9:00	26.28	34.07	6.10	91.45	8.05	10.26	85.59	14.27	8.46	401.27	17.72	6.13			Arithmetric Mean
				1.58	1.58	0.41	5.56	0.06	11.14	16.74	3.97	2.23	181.37	12.96	3.57			Standard deviation
																		
									33.45	0.76	0.86	1.36	348.52	3.92	2.72			Normalized geometric mean
