Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Peter Martin Hale	OPM	5/11/17	7:21	24.6	34.2	6.07	88.2	8.06	2.44	76.91	14.57	5.25	220.95	4.15	3.16	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	6/1/17	7:20	25.0	34.5	5.80	85.1	8.00	1.87	81.28	7.25	4.42	211.99	11.56	2.81	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	6/22/17	7:20	26.1	34.6	5.82	87.3	8.40	1.43	84.85	10.52	5.98	199.61	5.57	2.01	1	"2 (3,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	7/13/17	7:18	26.6	34.6	5.22	78.8	8.00	1.50	94.73	10.78	5.26	144.13	9.77	2.56	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	8/3/17	7:07	27.0	34.8	5.22	79.3	7.94	2.29	116.30	7.28	4.41	234.95	6.80	7.34	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	8/24/17	7:11	25.3	35.2	5.95	88.4	8.03	12.23	78.47	9.82	6.49	143.87	4.65	1.82	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	9/14/17	7:15	27.6	34.7	5.16	79.4	7.97	1.30	51.52	16.05	4.95	227.34	5.12	5.22	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	10/5/17	7:10	26.0	34.7	5.80	87.0	8.10	2.74	62.20	11.64	5.22	135.62	3.56	3.65	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters"
Peter Martin Hale	OPM	10/26/17	7:01	26.0	34.7	5.78	86.6	7.96	6.30	62.20	11.44	6.41	179.14	8.25	5.33	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Peter Martin Hale	OPM	11/16/17	7:11	23.8	34.8	5.99	86.6	8.10	3.49	69.53	13.16	5.16	163.32	3.34	3.93	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Peter Martin Hale	OPM	12/7/17	7:08	23.3	34.8	6.27	89.5	8.09	6.66							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Peter Martin Hale	OPM	12/21/17	8:21	23.5	34.7	6.46	92.8	8.03	9.96							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
Peter Martin Hale	OPM	1/11/18	7:14	23.1	34.3	5.88	83.4	8.06	2.56							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um filters"
																		
																		
																		



								8.02	3.43	75.79	10.91	5.15	172.73	5.62	3.23			Geometric Mean
			7:21	25.24	34.96	5.90	87.19	8.02	4.47	77.03	11.32	5.26	178.71	6.82	3.75			Arithmetric Mean
				1.51	0.77	0.37	4.38	0.10	3.24	14.40	3.01	1.05	50.40	5.82	2.25			Standard deviation

									17.17	0.69	0.68	0.86	172.73	1.61	1.62			Normalized geometric mean
