Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Launiupoko	OLP	11/2/16	10:17	26.5	34.5	6.90	103.8	8.13	1.62	89.32	6.68	4.19	156.12	0.49	8.45	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	11/16/16	9:52	26.7	34.7	6.67	100.7	8.11	3.33	58.70	3.95	3.06	165.01	1.89	1.50	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	11/30/16	10:01	24.5	34.5	7.13	103.6	8.04	1.51	68.25	6.79	1.87	175.70	2.67	2.76	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	12/14/16	9:54	24.9	34.6	7.02	103.0	8.13	1.99	50.61	7.15	2.45	152.40	3.37	2.01	1	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	1/4/17	9:58	24.3	35.1	6.92	100.6	8.12	5.01	76.98	8.58	3.25	117.30	2.59	1.50	2	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	1/25/17	10:07	24.6	35.1	6.79	98.9	8.04	2.06	363.96	32.04	17.99	123.12	2.63	31.67	1	"2(2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	2/15/17	9:47	25.2	34.9	6.79	100.0	8.13	5.91	93.72	11.03	6.24	174.42	6.00	6.51	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	3/8/17	10:24	25.7	34.5	7.07	104.9	8.21	1.68	70.08	6.69	3.79	74.47	2.15	6.08	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	3/29/17	10:10	27.3	34.3	6.70	101.8	8.16	3.99	77.78	9.64	4.22	67.99	2.19	13.34	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	4/19/17	10:00	26.7	34.4	6.74	101.8	8.18	2.53	84.75	8.23	4.45	74.79	0.59	2.37	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	5/10/17	9:53	26.8	34.6	6.94	105.0	8.18	2.19	68.73	8.82	4.45	103.51	1.64	2.57	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	5/31/17	9:48	26.9	34.8	6.80	103.2	8.12	2.59	98.09	8.48	4.65	69.65	6.98	7.24	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	6/21/17	9:50	27.4	34.5	6.86	104.9	8.20	1.80	76.83	10.82	5.28	50.02	2.35	1.15	2	"1 (2,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	7/12/17	9:40	27.8	34.5	6.53	100.5	8.11	2.12	73.60	10.64	3.77	103.36	7.47	2.08	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	8/2/17	9:47	28.4	34.4	6.75	104.9	8.14	1.76	83.46	10.06	5.61	43.09	3.54	2.14	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	8/23/17	10:01	28.1	35.1	6.63	103.3	8.17	3.78	70.96	9.17	5.40	51.48	1.86	1.22	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	9/13/17	9:15	28.0	34.9	6.40	99.1	8.11	2.43	53.95	12.68	4.67	117.02	2.39	4.01	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	10/4/17	9:42	28.4	34.6	6.52	101.4	8.14	1.67	57.29	10.54	4.77	106.36	1.30	2.92	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Launiupoko	OLP	10/25/17	9:55	27.9	34.4	6.60	100.5	8.09	11.37	76.52	10.37	6.89	186.47	11.50	6.68	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Launiupoko	OLP	11/15/17	9:40	26.5	35.0	6.74	102.0	8.15	2.15	66.74	10.96	2.80	116.28	1.83	4.51	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Launiupoko	OLP	12/6/17	9:45	24.7	34.9	6.95	101.6	8.19	1.80							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Launiupoko	OLP	12/20/17	9:55	24.6	35.0	6.77	99.5	8.13	4.83							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Launiupoko	OLP	1/10/18	9:52	25.0	34.5	7.11	104.0	8.15	1.08							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Launiupoko	OLP	1/31/18	9:32	24.7	34.7	6.85	100.7	8.15	3.66							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		




									2.74	76.35	9.85	4.52	99.36	2.44	3.82			Geometric Mean
			9:46	26.82	34.90	6.70	101.65	8.12	3.30	83.99	10.67	4.98	112.84	3.29	6.15			Arithmetric Mean
				1.48	1.22	0.24	2.17	0.06	2.30	55.39	4.80	2.76	48.69	2.60	7.13			Standard deviation
																		
									13.68	0.69	0.62	0.75	99.36	0.70	1.91			Normalized geometric mean
