Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Wahikuli Beach	RWA	5/30/17	9:20	26.4	33.8	6.78	101.4	8.16	3.10	91.95	15.19	12.60	1009.81	34.86	2.93	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	6/20/17	9:22	26.9	33.9	6.76	102.2	8.17	4.98	81.95	20.60	14.97	689.49	19.33	0.43	2	"1 (2,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	7/11/17	9:44	27.3	34.1	6.33	96.3	8.18	0.67	78.21	12.88	7.07	528.03	22.21	0.86	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	8/1/17	9:58	27.6	34.2	6.63	101.5	8.18	0.56	82.82	14.50	9.15	315.35	11.79	3.31	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	8/22/17	9:46	27.1	34.0	6.63	100.6	8.17	1.57	91.59	17.83	10.73	677.18	25.46	2.48	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	9/12/17	9:38	28.0	34.6	6.51	100.8	8.17	1.25	56.85	18.21	7.08	317.64	5.87	3.25	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	10/3/17	9:52	27.6	33.4	6.52	99.8	8.20	0.50	118.54	35.86	12.56	759.61	24.31	3.49	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Wahikuli Beach	RWA	10/24/17	10:20	26.9	33.1	6.67	100.9	8.19	6.59	82.00	12.90	10.54	419.96	17.75	12.76	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Wahikuli Beach	RWA	11/14/17	10:04	27.2	34.5	6.50	99.2	8.20	1.21	75.01	15.35	6.02	403.40	12.17	4.38	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Wahikuli Beach	RWA	12/5/17	9:51	25.1	33.8	6.83	100.0	8.23	1.57							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Wahikuli Beach	RWA	12/19/17	10:30	24.9	33.1	6.74	98.5	8.21	1.21							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Wahikuli Beach	RWA	1/9/18	10:03	24.9	33.5	6.99	101.6	8.20	2.02							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Wahikuli Beach	RWA	1/30/18	10:25	24.2	33.2	6.84	99.0	8.20	2.19							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		




									1.49	87.33	17.27	10.00	553.05	19.00	2.90			Geometric Mean
			9:28	26.42	34.04	6.60	99.09	8.17	1.87	89.36	17.99	10.77	619.76	22.40	3.72			Arithmetric Mean
				1.18	1.48	0.19	2.27	0.04	1.39	20.38	5.73	4.82	298.39	12.99	2.82			Standard deviation

									7.43	0.79	1.08	1.67	553.05	5.43	1.45			Normalized geometric mean
