Location	Location Code	Date	Time	Temp (degrees C)	Salinity (ppt)	DO (mg/L)	DO sat (percent)	pH	Turbidity (NTU)	Total N (ug/L)	Total P (ug/L)	Phosphate (ug/L)	Silicate (ug/L)	NNN (ug/L)	NH4 (ug/L)	Equipment Turbidity	Equipment HQ40D	Comments QA/QC Notes
Pohaku	RPO	11/1/16	7:44	24.8	34.3	6.34	92.1	8.07	7.83	154.28	18.70	15.28	800.68	83.68	7.16	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	11/15/16	7:41	24.7	34.2	6.52	94.9	8.08	4.23	134.00	11.82	10.33	521.05	41.57	2.91	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	11/29/16	7:41	24.4	34.2	6.36	92.0	8.05	5.69	134.74	15.76	10.78	675.12	67.99	2.79	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	12/13/16	7:36	24.7	34.1	6.56	95.5	7.95	8.48	119.40	18.53	13.82	867.63	81.84	3.22	1	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	1/3/17	8:45	24.1	34.7	6.45	93.3	8.16	5.01	121.24	19.77	11.33	448.82	56.24	3.17	2	"2 (2,2,2)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	1/24/17	7:38	23.5	34.3	8.23	96.4	8.14	12.07	367.08	40.74	36.70	1085.08	327.13	5.14	1	"1 (1,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	2/14/17	8:25	24.0	34.5	6.71	97.0	8.15	3.81	103.87	14.35	10.00	316.93	36.30	6.51	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	3/7/17	8:03	24.2	32.8	6.81	97.7	8.14	9.51	277.55	19.50	17.47	1038.69	231.41	7.05	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	3/28/17	8:06	24.4	33.4	6.62	95.1	8.12	3.33	159.83	21.04	12.74	669.95	94.09	7.49	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	4/18/17	8:12	24.8	31.8	6.59	94.6	8.17	3.24	230.16	15.66	13.43	1122.88	146.51	3.88	1	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	5/9/17	8:00	25.4	32.3	6.78	98.9	8.16	2.06	256.83	17.07	15.82	1412.92	171.36	4.94	1	"1 (3,1,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	5/30/17	8:06	26.1	33.1	6.82	100.9	8.13	4.20	221.50	14.04	12.27	1133.73	151.18	6.19	1	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	6/20/17	8:07	25.7	30.5	6.96	101.1	8.16	7.10	422.69	32.02	27.18	2784.71	373.53	2.68	2	"1 (2,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	7/11/17	8:21	26.6	32.1	6.18	91.9	8.14	1.15	272.94	18.08	15.14	1651.57	252.84	6.35	2	"2 (2,2,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	8/1/17	8:28	26.9	32.6	6.54	98.2	8.16	2.34	270.99	20.20	14.48	1066.38	205.32	3.66	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	8/22/17	8:21	26.6	33.6	6.20	93.1	8.11	1.07	224.41	18.41	12.96	998.95	139.27	5.76	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	9/12/17	8:22	27.5	34.3	6.32	96.9	8.13	6.88	84.72	17.19	10.41	476.03	45.57	5.30	2	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	10/3/17	8:40	26.8	32.4	6.29	94.6	8.15	4.13	240.05	33.80	17.82	1292.44	151.01	7.55	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.7 um filters, washed, rinsed syringe filter holders"
Pohaku	RPO	10/24/17	8:50	26.5	33.3	6.34	96.3	8.15	15.13	96.55	15.13	13.43	225.39	31.19	10.59	3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Pohaku	RPO	11/14/17	8:45	25.9	32.2	6.77	99.7	8.17	9.05	333.52	22.41	21.19	1810.78	285.64	6.65	1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Pohaku	RPO	12/5/17	8:31	23.5	34.5	6.96	99.3	8.17	31.83							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Pohaku	RPO	12/19/17	8:55	24.8	34.0	6.74	98.7	8.16	23.40							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Pohaku	RPO	1/9/18	8:47	24.1	33.9	6.80	97.6	8.16	2.45							3	"2 (2,1,3)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
Pohaku	RPO	1/30/18	8:48	23.8	33.3	6.97	100.2	8.17	20.43							1	"1 (3,2,4)"	"Washed, rinsed syringes; acid washed bottles, 0.2 um disposable filters"
																		
																		




									6.12	188.78	19.55	14.44	836.67	114.39	5.06			Geometric Mean
			8:02	25.55	33.4	6.56	96.19	8.11	8.12	208.86	20.34	15.15	979.84	145.79	5.46			Arithmetric Mean
				1.20	1.7	0.41	3.06	0.07	6.62	93.56	6.32	5.55	560.61	96.24	2.15			Standard deviation

									30.60	1.72	1.22	2.41	836.67	32.68	2.53			Normalized geometric mean
